trial_in_run,trial_global,val_rmse,best_iteration,best_score,param__n_estimators,param__learning_rate,param__max_depth,param__min_child_weight,param__subsample,param__colsample_bytree,param__reg_alpha,param__reg_lambda,param__gamma,param__objective,param__random_state,param__tree_method,param__n_jobs
35,35,351.9011734068525,148,0.8825794403275272,5000,0.1437285086651125,5,1.5249173952790132,0.8419319308120896,0.8870448748555191,6.797916268065282e-07,9.277819564973472,2.376047479304939e-06,reg:squarederror,42,hist,8
36,36,362.8580089298392,1739,0.8674963255429922,5000,0.0432110275111547,3,0.729609768711266,0.7694303090254906,0.7106720895889007,1.0762451362020436e-08,17.426430973368163,0.0054202634491309,reg:squarederror,42,hist,8
37,37,379.0467276372761,505,0.8789927542066809,5000,0.0219185415972872,10,4.785653325614559,0.7710747675922718,0.603867879843336,4.7554841735623945e-08,29.18655193220236,1.3657057692647447,reg:squarederror,42,hist,8
38,38,350.6697436012101,519,0.8527430971383738,5000,0.0512659880082161,8,5.429503511612126,0.6592375142269931,0.6509782077128555,5.947372623028221e-06,31.400241034811213,0.1462516397400894,reg:squarederror,42,hist,8
39,39,374.5455293927773,327,0.8506255603431091,5000,0.1317649424044987,8,1.1817289191278229,0.6998118956891698,0.6411174486687142,0.1049654028349229,29.32509361787131,4.543562521170851e-05,reg:squarederror,42,hist,8
40,40,369.6809886224465,404,0.8671661766634888,5000,0.0641947100871915,5,22.136966252951204,0.6946949328917434,0.6650007068401754,0.1581187124162801,1.1299903768183113,5.1362918536802175e-05,reg:squarederror,42,hist,8
41,41,381.7411872013964,198,0.8654529428025015,5000,0.0171140817881068,8,12.307547788243236,0.7646852666206214,0.8679628517152786,0.0412589194134424,1.567849914216561,2.708822741466584e-07,reg:squarederror,42,hist,8
42,42,359.9536836124465,141,0.8597736530918819,5000,0.0817304627905872,9,17.775198524627445,0.9434373005351128,0.6889734870182658,0.2235009895821936,4.164630483758933,5.581074323071908e-06,reg:squarederror,42,hist,8
43,43,372.7620258299597,71,0.8697123380088279,5000,0.1083348911530105,6,1.2455517852466234,0.8640132730994516,0.7593863914259134,3.216825843803259e-06,0.6883534820790816,0.0911884296809291,reg:squarederror,42,hist,8
44,44,348.1026024433969,1045,0.8547471930485079,5000,0.0286319974562495,9,8.07710997572389,0.9374644653088324,0.7324599472857628,1.771759687632955e-08,28.38225041497505,2.2435552424310877e-06,reg:squarederror,42,hist,8
45,45,419.7609731292993,53,0.8892618307608343,5000,0.0569330773253672,7,0.5847861625885743,0.8386285019950979,0.7382748446719201,0.1196337190467383,3.730420354149584,7.21311147176448,reg:squarederror,42,hist,8
46,46,360.99676036004,1770,0.8505973828806795,5000,0.0141403003373939,6,1.41874762370437,0.8835141135336682,0.6006765112874518,2.138831095529925,5.968620943833025,0.0298448906708597,reg:squarederror,42,hist,8
47,47,359.1716986878932,110,0.8741445449477382,5000,0.0923207462979435,6,2.2213186851894124,0.627989524450524,0.8656950739645088,9.37131043029549e-06,2.12227322251256,0.4286842380316687,reg:squarederror,42,hist,8
48,48,351.00782895214445,316,0.8666657046331635,5000,0.0863817276345912,7,3.987590190719043,0.8667571616422918,0.73047316194296,0.0188311016525101,6.423843614033643,5.327958542925151e-07,reg:squarederror,42,hist,8
49,49,355.8642253334618,154,0.8671985940819302,5000,0.0732981711737878,9,8.004675957068281,0.961122218293033,0.8462059663805522,5.111505954976946e-06,6.235114463392488,1.008447879897092e-08,reg:squarederror,42,hist,8
50,50,346.46669102428643,958,0.8556707355079171,5000,0.0236201881003764,9,12.478662702369569,0.842664628191905,0.7288996918946152,9.463987359136312e-05,11.225985339400486,0.0003986263213835,reg:squarederror,42,hist,8
51,51,380.7790946212669,39,0.9038590811600732,5000,0.1078136037396196,5,7.421749303190081,0.713514561997211,0.8655415345219994,0.0037440983499584,0.7686779168022719,3.6982559280898943,reg:squarederror,42,hist,8
52,52,372.52120797929007,566,0.8594049089832113,5000,0.0202102223562773,7,1.2543394617410195,0.6796519730906306,0.6097701550907305,1.5980225252435502e-06,4.459053599600244,0.444262086153278,reg:squarederror,42,hist,8
53,53,359.8625858599658,648,0.8597633450926738,5000,0.0124380331710253,9,18.82155309499694,0.8302683597637273,0.8873383661995955,2.85631569679262e-05,3.1497474288452287,2.128835509887914e-07,reg:squarederror,42,hist,8
54,54,369.73193155619,413,0.8633572741557798,5000,0.0784544144036623,4,12.109305165640295,0.6875364547249277,0.9216439424692572,0.0183318370283723,4.246877885447779,0.0010390875620074,reg:squarederror,42,hist,8
55,55,376.79163124837305,149,0.916048197087966,5000,0.1561910012508673,4,3.240620463063604,0.9205666406889058,0.8670310930345413,7.7809402003031805,7.7602308590711555,3.5510474540440877,reg:squarederror,42,hist,8
56,56,368.2646588105198,109,0.8570342887907468,5000,0.1444680691548585,9,14.991587089158807,0.8191487802443314,0.9588832412933048,0.0493059100904672,4.449578550535551,2.151413731411363e-06,reg:squarederror,42,hist,8
57,57,384.65803037545726,149,0.864910856936818,5000,0.0209732780568183,7,11.500125098234966,0.8085199251311929,0.8506993747927125,2.9605815085456247e-06,0.7143922130739725,3.728664928052669e-06,reg:squarederror,42,hist,8
58,58,360.2055817609843,825,0.8481544255106117,5000,0.022568853871753,8,19.360063778625847,0.6322310630630673,0.6603322632052346,2.8010291718022905e-05,1.010602893824326,8.425116094051441e-07,reg:squarederror,42,hist,8
59,59,355.7940872376395,1015,0.8571347433647475,5000,0.0346541760049636,8,4.611207678301468,0.7663096936412623,0.6827337558057641,6.043543605152073e-05,32.25870737834361,0.0018059874492051,reg:squarederror,42,hist,8
60,60,370.64403570404494,151,0.8776712557600362,5000,0.0803334221677594,9,3.524618465703709,0.9770966629736388,0.7194450609489533,3.235041323342285e-05,30.356597216468977,0.3323211921719247,reg:squarederror,42,hist,8
61,61,349.2552527166976,396,0.8515801640455818,5000,0.0501465549771532,6,3.690760468946801,0.7091741247053026,0.7942567975194001,3.160201895373537e-05,10.882213585970794,0.1525038893577774,reg:squarederror,42,hist,8
62,62,345.8562679685777,191,0.8543740651249125,5000,0.0875349916381327,10,21.580131507474512,0.9922887910075692,0.8136494518130017,1.4533150242679005,7.634059764838233,0.0092682515295765,reg:squarederror,42,hist,8
63,63,358.036239549198,702,0.8504105482897515,5000,0.0128593248145648,9,0.8714936303177158,0.7846793776206047,0.620113853395451,2.58187241614707e-05,1.3252279068920516,8.742029021887153e-06,reg:squarederror,42,hist,8
64,64,364.1161796328876,215,0.8683736556162953,5000,0.0978098704231445,9,1.5622565470223906,0.9804816479442248,0.7686259307034955,0.3267369375860131,4.360975800765336,0.0551084694995484,reg:squarederror,42,hist,8
65,65,367.9191781140245,339,0.8645008080582084,5000,0.0116886657224121,8,1.2521920110587252,0.6274473481811077,0.9829142411105474,2.303155378331788e-08,0.5768063091698953,1.6809304078391898e-06,reg:squarederror,42,hist,8
66,66,359.1277947040384,566,0.8587478392255858,5000,0.1235554487087098,5,1.3278193432731185,0.7894244243784512,0.6457557784437226,3.3869844281014423,4.256356256528504,2.023919659899647e-06,reg:squarederror,42,hist,8
67,67,359.66246015608647,2766,0.8556965522693922,5000,0.0301956016266256,4,12.078183384772627,0.6655063240668796,0.7244155678394399,0.0016149630587936,36.036644140112266,0.0015211447949686,reg:squarederror,42,hist,8
68,68,351.17925323138564,370,0.8610668487256407,5000,0.1518340789713526,9,2.536772934778861,0.8860058820197874,0.630398591137224,0.0164259215154191,8.983690790537768,8.262505260826647e-08,reg:squarederror,42,hist,8
69,69,371.7055543329122,302,0.8728814315595129,5000,0.1011627909360956,4,13.025140753872266,0.8263730221469263,0.6164276520824544,0.0006233144682921,10.519926020030416,4.1745592428073184e-08,reg:squarederror,42,hist,8
70,70,393.2372786795993,997,0.8787741140010741,5000,0.0695782012390308,3,16.204810912229295,0.9289323672360232,0.6422155482575994,4.436986475474871,9.335556604045808,0.2873199611394373,reg:squarederror,42,hist,8
71,71,363.4154382702927,476,0.869493814727978,5000,0.0832203928620124,9,1.0284144304655427,0.8086986987753919,0.8601829656066966,0.0034931013491756,34.530694892683016,0.093707219877504,reg:squarederror,42,hist,8
72,72,354.686970264105,305,0.8601682709765315,5000,0.0402545263647253,7,1.8710108309811224,0.6981980676374764,0.9738487514456,3.238577115499352e-06,3.986336945740842,0.0567919180444809,reg:squarederror,42,hist,8
73,73,352.71030166511,284,0.854331071423841,5000,0.0551304428075138,9,1.98213885374363,0.7977226014463688,0.7300056671555037,0.0002443145835522,2.562240766151663,2.114324682391516e-06,reg:squarederror,42,hist,8
74,74,363.9247349992972,570,0.8538102359778026,5000,0.0231123487168939,7,4.866878625751783,0.8066509006859737,0.6764225694108396,1.4866353427464272e-06,3.2495726712252293,0.000992169572773,reg:squarederror,42,hist,8
75,75,381.3712232180357,164,0.854484726712499,5000,0.0205432262667478,10,7.0385476186543965,0.7963285340314344,0.917173147252927,6.878284813924007e-08,1.387275783660552,0.0168300109158482,reg:squarederror,42,hist,8
76,76,356.80270588592725,320,0.8504361118432827,5000,0.0250255268971698,8,3.4713526410631044,0.8123687724583071,0.770201525082086,0.0516914756690791,2.293784420844969,0.0211687142073386,reg:squarederror,42,hist,8
77,77,363.834098122841,1711,0.8550891818997198,5000,0.0225149194632918,7,1.2849952157852509,0.8885137325304278,0.7262191776023946,0.0485209809863344,39.87724303119593,0.0162731634757616,reg:squarederror,42,hist,8
78,78,374.6481218192536,1860,0.880648060527008,5000,0.0177500896666278,10,1.551058441821485,0.8358347623843163,0.904083158149233,0.0023502640879525,45.70789965303839,0.3116414884509017,reg:squarederror,42,hist,8
79,79,369.2757199922816,1593,0.8573473343066136,5000,0.0242898892599462,8,1.0424235389468282,0.6056593469024255,0.8136540357070653,2.9430791435600333e-06,44.41808865062944,0.0009555000215533,reg:squarederror,42,hist,8
80,80,365.70692115427255,239,0.8665107459710577,5000,0.0807906212436684,5,6.8108094374947,0.9011168703165016,0.6410350587151042,1.2894028635718725e-08,1.852032734855968,0.0002034360325053,reg:squarederror,42,hist,8
81,81,384.9866368230433,1446,0.8777307862346037,5000,0.0277503610510436,3,1.405771615601454,0.9446891858510053,0.6456348562899697,3.873387226530877e-08,4.813523815903324,0.0015602364091657,reg:squarederror,42,hist,8
82,82,376.7016552273933,374,0.866809386354396,5000,0.0781795858216563,5,0.9210132448610951,0.8251358388338257,0.7215342047368911,8.81582791970428,0.8627264810860926,0.0758561868848324,reg:squarederror,42,hist,8
83,83,349.92898491764214,330,0.8691607507819314,5000,0.0614946665844637,6,11.97485992154778,0.7521512104586198,0.9634017510495216,4.744366084519235e-06,7.516579960179839,7.235499623567084e-05,reg:squarederror,42,hist,8
84,84,385.2863773276349,530,0.8894365061540033,5000,0.0549292915439298,3,6.067167336193634,0.896035722193818,0.9790360801301512,7.414658484086663e-07,1.3213576851406017,0.0087872551056547,reg:squarederror,42,hist,8
85,85,347.98654539482504,1399,0.8622803953422126,5000,0.0160079599663518,5,4.791767151341255,0.6626130461772552,0.7634070290640107,0.0160081159773202,4.353063098149289,1.9667932015369068e-08,reg:squarederror,42,hist,8
86,86,356.6774356795243,2066,0.8626752051100842,5000,0.0237046257617953,7,8.891769781354544,0.7816125305628173,0.874953968028497,2.066328664455632,18.82027901387884,0.0042220372870944,reg:squarederror,42,hist,8
87,87,347.66849207207514,791,0.8586636774035924,5000,0.0724801312948692,6,2.850567888339387,0.8178249514842315,0.8590538893609923,1.4986596238339012,22.502580480789,4.3922649700125094e-08,reg:squarederror,42,hist,8
88,88,358.0982052507054,588,0.871166525668782,5000,0.0164388156714025,7,5.715422015036484,0.9296961205280035,0.9684770115870552,8.961506787496525e-05,4.32878429099762,5.4553260826958296e-06,reg:squarederror,42,hist,8
89,89,355.0929105650254,467,0.8491065608057579,5000,0.0333945547158049,7,3.880478056044996,0.7975180877380337,0.6321767407597204,2.2842680095766983e-08,3.656178013268508,7.959655109230109e-06,reg:squarederror,42,hist,8
90,90,368.7888800098333,782,0.8866880200359518,5000,0.0211707454800608,4,1.276533570363302,0.8697193468688684,0.9442067491269084,0.0019235628698723,0.5501244112287221,0.0763560441302515,reg:squarederror,42,hist,8
91,91,387.6081208524036,46,0.9372562613515902,5000,0.1171368872726238,3,11.373476491493628,0.6700762911751891,0.8075855363950416,9.551347363575502e-05,1.800044116716162,9.386620816612323,reg:squarederror,42,hist,8
92,92,350.9829070689343,723,0.8504427957151116,5000,0.0369062095116756,10,26.4299769293245,0.7880041579841407,0.7633392373720062,7.753973342550504e-06,0.8094122511045954,2.801713184946357e-07,reg:squarederror,42,hist,8
93,93,354.3679026774784,279,0.8683648390214646,5000,0.0343212114865492,10,1.6272895575345854,0.9780774158252844,0.9254264138951892,0.0008930370574652,4.0608955720922415,6.77102495677685e-06,reg:squarederror,42,hist,8
94,94,352.01142515338347,958,0.848102649171731,5000,0.0263383699052428,9,17.254875928562512,0.9299708813074804,0.6004604269792448,0.6672788487232153,4.19684272302495,3.0749408666334996e-08,reg:squarederror,42,hist,8
95,95,348.24411318630854,964,0.8565382144983177,5000,0.0472612496234554,10,6.472042212149012,0.9039962144244068,0.6814232953401096,0.0008769538756407,35.835669783490445,8.770914059342291e-05,reg:squarederror,42,hist,8
96,96,362.2149951851227,314,0.8720866877634343,5000,0.0809923932886014,4,0.5627354043174116,0.8520089108016242,0.9197254933097884,0.0244368614157972,2.091559776260096,1.3276089765238906e-08,reg:squarederror,42,hist,8
97,97,355.0901378270386,1090,0.8640684179527385,5000,0.0339475254140269,6,29.063858968154907,0.9651719513936672,0.7845791576715133,1.140762777162691e-07,23.08109198942785,0.000305759206306,reg:squarederror,42,hist,8
98,98,386.62439514830095,274,0.8721683011155388,5000,0.0855701753822117,7,2.7401521435273297,0.7929998307831425,0.788887912761363,0.0001291451956606,0.9733161762853306,5.193897067357833e-07,reg:squarederror,42,hist,8
99,99,360.50221908006,732,0.8604614725002692,5000,0.0602293580922038,5,17.1925611679175,0.7104989611288164,0.9160024728012454,5.4260252692797526e-05,36.93743990893244,0.0003712265953304,reg:squarederror,42,hist,8
100,100,357.9020669288187,214,0.8594051747535975,5000,0.1168313721921512,7,9.772337712516526,0.9349903690425684,0.8319693535533617,0.0086989488560854,26.8838332970326,0.0001044543515652,reg:squarederror,42,hist,8
101,101,363.3492335687536,122,0.8639846443350648,5000,0.0426719678112224,8,4.790299304821235,0.8173720251834692,0.7821378467466005,7.870388163380022e-06,1.1919958729559652,0.0189446178262264,reg:squarederror,42,hist,8
102,102,344.2924405299903,917,0.8538671398069356,5000,0.0554531069080582,6,16.637594986159506,0.7643100382198312,0.7272705308935199,0.0001806284903299,33.560648172893224,2.6982384240035457e-05,reg:squarederror,42,hist,8
103,103,369.3231625616909,369,0.8788352756593502,5000,0.1931773769203392,5,3.7996120997542144,0.6148078445382305,0.8009164600531864,0.0020493864657898,27.43914856160457,0.7374173754552954,reg:squarederror,42,hist,8
104,104,398.8907792934854,1036,0.8745698036930093,5000,0.037398276327196,10,0.5324273479441354,0.657662166386779,0.9483731885396878,5.365511701785764,0.7057103726644588,0.1080755915851421,reg:squarederror,42,hist,8
105,105,355.23001264817424,731,0.8620868777340954,5000,0.022120889468504,9,7.152829296653025,0.9407061169402766,0.9409365346263572,0.5421003123497781,2.8773242065010254,7.078649119768409e-06,reg:squarederror,42,hist,8
106,106,426.411962219158,48,0.9254398423757998,5000,0.086113834614663,10,17.790942560924467,0.6143596399350746,0.6273682988726206,0.0047912535240292,34.739871036292215,9.480545057499151,reg:squarederror,42,hist,8
107,107,383.0281733409298,35,0.874765829558969,5000,0.0936624347121163,9,27.45379959111905,0.9041478771977062,0.8815563317316151,8.02721994761481e-08,1.0757208287956526,4.956723828535431e-06,reg:squarederror,42,hist,8
108,108,349.4590929470282,1127,0.8507210664569257,5000,0.0109058931843353,8,13.020675104439349,0.7173471103860836,0.7499364359101259,2.042340555116742e-07,5.771685265277863,0.0012398026412924,reg:squarederror,42,hist,8
109,109,353.3445718609624,306,0.8622382720033277,5000,0.1074215977599828,5,1.0239288905190795,0.8437967147554147,0.7530177194467496,0.0140673152342022,4.94657398439621,0.0017717978725077,reg:squarederror,42,hist,8
110,110,357.2833428095944,634,0.8641970956074769,5000,0.0200486036736469,7,3.282130629593496,0.8667362869065922,0.9595634126801283,0.0001539144163223,1.8803267991884736,0.0008305833834499,reg:squarederror,42,hist,8
111,111,359.1071207748205,1112,0.856569003181294,5000,0.0124766085031929,8,28.520957477566235,0.7196616996495089,0.9848116291293768,0.0163238130428484,4.098657511326134,5.237150264162184e-06,reg:squarederror,42,hist,8
112,112,370.0594909144308,67,0.8828415546171444,5000,0.1996250259441608,10,0.7737766947870053,0.7525457190630516,0.7435836630308983,4.600992358173343e-06,12.517804467485224,1.5756377623611692e-08,reg:squarederror,42,hist,8
113,113,392.238578091508,22,0.8758081419326981,5000,0.1201998055308739,9,1.5382879411287662,0.8263716067822796,0.8743197970936047,0.0503523298402942,0.6266982845109439,0.0028685236687915,reg:squarederror,42,hist,8
114,114,366.73640944894976,210,0.8601028346348452,5000,0.0442850459291911,7,11.977186088174063,0.6920473563881665,0.920772783018115,9.354936638658384e-07,1.200145726128726,1.8015287629299083e-06,reg:squarederror,42,hist,8
115,115,370.2916743595236,186,0.8852324045260961,5000,0.0961675965655642,5,6.547720844987844,0.9613614816291872,0.8585362435562092,6.031092030553983e-06,3.80729373915882,0.0016449937351815,reg:squarederror,42,hist,8
116,116,376.2728328452237,611,0.865387283912271,5000,0.0897061102668881,4,20.7217216769395,0.7306876502856041,0.766201237367511,6.414357359188999e-07,18.70663301582185,0.7729392659229597,reg:squarederror,42,hist,8
117,117,351.9782415205296,1251,0.853665107424426,5000,0.029922069095618,7,14.985661942102864,0.702788033825305,0.9298759250169628,0.0002170853263936,20.509118382595613,0.0523641618405837,reg:squarederror,42,hist,8
118,118,352.56777447001144,1593,0.8669129867437099,5000,0.0275853631210957,4,3.4019979612954394,0.630119744362703,0.9016605972245342,1.0728333396234495e-06,11.262050068235144,0.0117396749618725,reg:squarederror,42,hist,8
119,119,364.52383990041176,374,0.8549615703767142,5000,0.0328885158674654,8,0.7236726765618348,0.7578298241314848,0.7057834313409695,1.295086066302297e-07,2.7298659501480307,0.0550940161299791,reg:squarederror,42,hist,8
120,120,382.29531769836353,155,0.8528324902370862,5000,0.021932081741294,9,14.499477649355644,0.9761167567118216,0.6433384408796923,1.2717364525292888e-06,0.5610729141864632,0.9080580376799274,reg:squarederror,42,hist,8
121,121,354.74884335082345,500,0.8699067129265313,5000,0.0537536357516577,6,7.089145577288943,0.8541615689511757,0.7857070145290721,0.0204030215952689,9.941430870243272,1.1222340214010204e-07,reg:squarederror,42,hist,8
122,122,391.18196196058335,3869,0.884304738604352,5000,0.0114550650914369,3,1.7385063070552218,0.7970498475912824,0.6388767994487287,0.9667936221785784,0.9338951107842242,0.0001210023519839,reg:squarederror,42,hist,8
123,123,368.17556582551975,266,0.8571549603378212,5000,0.0745285518129263,9,5.5379620352675945,0.8906396602228965,0.9541655135598316,0.0078396572808081,23.24642486356825,0.0034743208807454,reg:squarederror,42,hist,8
124,124,379.7544766525903,164,0.8693110864906004,5000,0.1666234820587273,7,0.5716688268111862,0.7482119834937742,0.7773532344242806,3.589190657757919,25.69628798917497,7.837753875501145e-08,reg:squarederror,42,hist,8
125,125,377.2091448803441,319,0.8659479878509594,5000,0.0779992798250978,8,0.640674179092082,0.7103525763446348,0.9872827503745548,3.476138681021947,22.251134976890413,6.684375124763226e-08,reg:squarederror,42,hist,8
126,126,394.4539774190882,1650,0.8808441811653125,5000,0.0188780020154795,3,0.6150440852188139,0.7334036625730064,0.9955283615765688,0.1210048840333295,1.2864151752923545,0.2940089390828991,reg:squarederror,42,hist,8
127,127,360.3375843229109,391,0.8670593237076428,5000,0.0526066875366431,6,13.954079063231958,0.6931994716184126,0.909747431121928,0.12525463002787,7.779170221295407,3.12949032886394e-06,reg:squarederror,42,hist,8
